book,chapter,verse,text,cluster
Luke,21,10,"Nation shall rise against nation, and kingdom against kingdom:",40
Luke,21,11,"And great earthquakes shall be in divers places, and famines, and pestilences; and fearful sights and great signs shall there be from heaven.",47
Luke,21,12,"But before all these, they shall lay their hands on you, and persecute you, delivering you up to the synagogues, and into prisons, being brought before kings and rulers for my name's sake.",10
Luke,21,13,And it shall turn to you for a testimony.,47
Luke,21,14,"Settle it therefore in your hearts, not to meditate before what ye shall answer:",30
Luke,21,15,"For I will give you a mouth and wisdom, which all your adversaries shall not be able to gainsay nor resist.",10
Luke,21,16,"And ye shall be betrayed both by parents, and brethren, and kinsfolks, and friends; and some of you shall they cause to be put to death.",47
Luke,21,17,And ye shall be hated of all men for my name's sake.,19
Luke,21,18,But there shall not an hair of your head perish.,10
Luke,21,19,In your patience possess ye your souls.,10
Luke,21,20,"And when ye shall see Jerusalem compassed with armies, then know that the desolation thereof is nigh.",30
Luke,21,21,Then let them which are in Judaea flee to the mountains; and let them which are in the midst of it depart out; and let not them that are in the countries enter thereinto.,43
Luke,21,22,"For these be the days of vengeance, that all things which are written may be fulfilled.",43
Luke,21,23,"But woe unto them that are with child, and to them that give suck, in those days!",6
Luke,21,23,"for there shall be great distress in the land, and wrath upon this people.",10
Luke,21,24,"And they shall fall by the edge of the sword, and shall be led away captive into all nations: and Jerusalem shall be trodden down of the Gentiles, until the times of the Gentiles be fulfilled.",10
Luke,21,25,"And there shall be signs in the sun, and in the moon, and in the stars; and upon the earth distress of nations, with perplexity; the sea and the waves roaring;",10
Luke,21,26,"Men's hearts failing them for fear, and for looking after those things which are coming on the earth: for the powers of heaven shall be shaken.",43
Luke,21,27,And then shall they see the Son of man coming in a cloud with power and great glory.,5
Luke,21,28,"And when these things begin to come to pass, then look up, and lift up your heads; for your redemption draweth nigh.",47
Luke,21,29,"Behold the fig tree, and all the trees;",47
Luke,21,30,"When they now shoot forth, ye see and know of your own selves that summer is now nigh at hand.",49
Luke,21,31,"So likewise ye, when ye see these things come to pass, know ye that the kingdom of God is nigh at hand.",22
Luke,21,32,"Verily I say unto you, This generation shall not pass away, till all be fulfilled.",24
Luke,21,33,Heaven and earth shall pass away: but my words shall not pass away.,48
Luke,21,34,"And take heed to yourselves, lest at any time your hearts be overcharged with surfeiting, and drunkenness, and cares of this life, and so that day come upon you unawares.",10
Luke,21,35,For as a snare shall it come on all them that dwell on the face of the whole earth.,10
Luke,21,36,"Watch ye therefore, and pray always, that ye may be accounted worthy to escape all these things that shall come to pass, and to stand before the Son of man.",5
Luke,22,8,"Go and prepare us the passover, that we may eat.",10
Luke,22,10,"Behold, when ye are entered into the city, there shall a man meet you, bearing a pitcher of water; follow him into the house where he entereth in.",47
Luke,22,11,"And ye shall say unto the goodman of the house, The Master saith unto thee, Where is the guestchamber, where I shall eat the passover with my disciples?",10
Luke,22,12,And he shall shew you a large upper room furnished: there make ready.,47
Luke,22,15,With desire I have desired to eat this passover with you before I suffer:,30
Luke,22,16,"For I say unto you, I will not any more eat thereof, until it be fulfilled in the kingdom of God.",2
Luke,22,17,"Take this, and divide it among yourselves:",10
Luke,22,18,"For I say unto you, I will not drink of the fruit of the vine, until the kingdom of God shall come.",2
Luke,22,19,This is my body which is given for you: this do in remembrance of me.,10
Luke,22,20,"This cup is the new testament in my blood, which is shed for you.",10
Luke,22,21,"But, behold, the hand of him that betrayeth me is with me on the table.",11
Luke,22,22,"And truly the Son of man goeth, as it was determined: but woe unto that man by whom he is betrayed!",5
Luke,22,25,The kings of the Gentiles exercise lordship over them; and they that exercise authority upon them are called benefactors.,43
Luke,22,26,"But ye shall not be so: but he that is greatest among you, let him be as the younger; and he that is chief, as he that doth serve.",13
Luke,22,27,"For whether is greater, he that sitteth at meat, or he that serveth?",20
Luke,22,27,is not he that sitteth at meat?,11
Luke,22,27,but I am among you as he that serveth.,34
Luke,22,28,Ye are they which have continued with me in my temptations.,43
Luke,22,29,"And I appoint unto you a kingdom, as my Father hath appointed unto me;",38
Luke,22,30,"That ye may eat and drink at my table in my kingdom, and sit on thrones judging the twelve tribes of Israel.",10
Luke,22,31,"Simon, Simon, behold, Satan hath desired to have you, that he may sift you as wheat:",47
Luke,22,32,"But I have prayed for thee, that thy faith fail not: and when thou art converted, strengthen thy brethren.",17
Luke,22,34,"I tell thee, Peter, the cock shall not crow this day, before that thou shalt thrice deny that thou knowest me.",17
Luke,22,35,"When I sent you without purse, and scrip, and shoes, lacked ye any thing?",47
Luke,22,36,"But now, he that hath a purse, let him take it, and likewise his scrip: and he that hath no sword, let him sell his garment, and buy one.",13
Luke,22,37,"For I say unto you, that this that is written must yet be accomplished in me, And he was reckoned among the transgressors: for the things concerning me have an end.",2
Luke,22,38,It is enough.,20
Luke,22,40,Pray that ye enter not into temptation.,37
Luke,22,42,"Father, if thou be willing, remove this cup from me: nevertheless not my will, but thine, be done.",38
Luke,22,46,Why sleep ye?,3
Luke,22,46,"rise and pray, lest ye enter into temptation.",37
Luke,22,48,"Judas, betrayest thou the Son of man with a kiss?",5
Luke,22,51,Suffer ye thus far.,10
Luke,22,52,"Be ye come out, as against a thief, with swords and staves?",40
Luke,22,53,"When I was daily with you in the temple, ye stretched forth no hands against me: but this is your hour, and the power of darkness.",10
Luke,22,61,"Before the cock crow, thou shalt deny me thrice.",36
Luke,22,67,"If I tell you, ye will not believe:",30
Luke,22,68,"And if I also ask you, ye will not answer me, nor let me go.",30
Luke,22,69,Hereafter shall the Son of man sit on the right hand of the power of God.,5
Luke,22,70,Ye say that I am.,7
Luke,23,3,Thou sayest it.,17
Luke,23,28,"Daughters of Jerusalem, weep not for me, but weep for yourselves, and for your children.",10
Luke,23,29,"For, behold, the days are coming, in the which they shall say, Blessed are the barren, and the wombs that never bare, and the paps which never gave suck.",43
Luke,23,30,"Then shall they begin to say to the mountains, Fall on us; and to the hills, Cover us.",47
Luke,23,31,"For if they do these things in a green tree, what shall be done in the dry?",1
Luke,23,34,"Father, forgive them; for they know not what they do.",43
Luke,23,43,"Verily I say unto thee, To day shalt thou be with me in paradise.",2
Luke,23,46,"Father, into thy hands I commend my spirit:",38
Luke,24,17,"What manner of communications are these that ye have one to another, as ye walk, and are sad?",30
Luke,24,19,What things?,1
Luke,24,25,"O fools, and slow of heart to believe all that the prophets have spoken:",10
Luke,24,26,"Ought not Christ to have suffered these things, and to enter into his glory?",1
Luke,24,36,Peace be unto you.,9
Luke,24,38,Why are ye troubled?,3
Luke,24,38,and why do thoughts arise in your hearts?,3
Luke,24,39,"Behold my hands and my feet, that it is I myself: handle me, and see; for a spirit hath not flesh and bones, as ye see me have.",38
Luke,24,41,Have ye here any meat?,3
Luke,24,44,"These are the words which I spake unto you, while I was yet with you, that all things must be fulfilled, which were written in the law of Moses, and in the prophets, and in the psalms, concerning me.",10
Luke,24,46,"Thus it is written, and thus it behoved Christ to suffer, and to rise from the dead the third day:",47
Luke,24,47,"And that repentance and remission of sins should be preached in his name among all nations, beginning at Jerusalem.",10
Luke,24,48,And ye are witnesses of these things.,1
Luke,24,49,"And, behold, I send the promise of my Father upon you: but tarry ye in the city of Jerusalem, until ye be endued with power from on high.",10
John,1,38,What seek ye?,3
John,1,39,Come and see.,47
John,1,42,Thou art Simon the son of Jona: thou shalt be called Cephas.,17
John,1,43,Follow me.,14
John,1,47,"Behold an Israelite indeed, in whom is no guile!",10
John,1,48,"Before that Philip called thee, when thou wast under the fig tree, I saw thee.",17
John,1,50,"Because I said unto thee, I saw thee under the fig tree, believest thou?",17
John,1,50,thou shalt see greater things than these.,17
John,1,51,"Verily, verily, I say unto you, Hereafter ye shall see heaven open, and the angels of God ascending and descending upon the Son of man.",18
John,2,4,"Woman, what have I to do with thee?",20
John,2,4,mine hour is not yet come.,10
John,2,7,Fill the waterpots with water.,10
John,2,8,"Draw out now, and bear unto the governor of the feast.",10
John,2,16,Take these things hence; make not my Father's house an house of merchandise.,10
John,2,19,"Destroy this temple, and in three days I will raise it up.",10
John,3,3,"Verily, verily, I say unto thee, Except a man be born again, he cannot see the kingdom of God.",18
John,3,5,"Verily, verily, I say unto thee, Except a man be born of water and of the Spirit, he cannot enter into the kingdom of God.",18
John,3,6,That which is born of the flesh is flesh; and that which is born of the Spirit is spirit.,10
John,3,7,"Marvel not that I said unto thee, Ye must be born again.",17
John,3,8,"The wind bloweth where it listeth, and thou hearest the sound thereof, but canst not tell whence it cometh, and whither it goeth: so is every one that is born of the Spirit.",10
John,3,10,"Art thou a master of Israel, and knowest not these things?",1
John,3,11,"Verily, verily, I say unto thee, We speak that we do know, and testify that we have seen; and ye receive not our witness.",18
John,3,12,"If I have told you earthly things, and ye believe not, how shall ye believe, if I tell you of heavenly things?",30
John,3,13,"And no man hath ascended up to heaven, but he that came down from heaven, even the Son of man which is in heaven.",39
John,3,14,"And as Moses lifted up the serpent in the wilderness, even so must the Son of man be lifted up:",5
John,3,15,"That whosoever believeth in him should not perish, but have eternal life.",10
John,3,16,"For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life.",33
John,3,17,For God sent not his Son into the world to condemn the world; but that the world through him might be saved.,33
John,3,18,"He that believeth on him is not condemned: but he that believeth not is condemned already, because he hath not believed in the name of the only begotten Son of God.",11
John,3,19,"And this is the condemnation, that light is come into the world, and men loved darkness rather than light, because their deeds were evil.",33
John,3,20,"For every one that doeth evil hateth the light, neither cometh to the light, lest his deeds should be reproved.",10
John,3,21,"But he that doeth truth cometh to the light, that his deeds may be made manifest, that they are wrought in God.",10
John,4,7,Give me to drink.,10
John,4,10,"If thou knewest the gift of God, and who it is that saith to thee, Give me to drink; thou wouldest have asked of him, and he would have given thee living water.",17
John,4,13,Whosoever drinketh of this water shall thirst again:,10
John,4,14,But whosoever drinketh of the water that I shall give him shall never thirst; but the water that I shall give him shall be in him a well of water springing up into everlasting life.,10
John,4,16,"Go, call thy husband, and come hither.",47
John,4,17,"Thou hast well said, I have no husband:",17
John,4,18,For thou hast had five husbands; and he whom thou now hast is not thy husband: in that saidst thou truly.,17
John,4,21,"Woman, believe me, the hour cometh, when ye shall neither in this mountain, nor yet at Jerusalem, worship the Father.",38
John,4,22,Ye worship ye know not what: we know what we worship: for salvation is of the Jews.,30
John,4,23,"But the hour cometh, and now is, when the true worshippers shall worship the Father in spirit and in truth: for the Father seeketh such to worship him.",38
John,4,24,God is a Spirit: and they that worship him must worship him in spirit and in truth.,47
John,4,26,I that speak unto thee am he.,34
John,4,32,I have meat to eat that ye know not of.,30
John,4,34,"My meat is to do the will of him that sent me, and to finish his work.",11
John,4,35,"Say not ye, There are yet four months, and then cometh harvest?",10
John,4,35,"behold, I say unto you, Lift up your eyes, and look on the fields; for they are white already to harvest.",2
John,4,36,"And he that reapeth receiveth wages, and gathereth fruit unto life eternal: that both he that soweth and he that reapeth may rejoice together.",11
John,4,37,"And herein is that saying true, One soweth, and another reapeth.",47
John,4,38,"I sent you to reap that whereon ye bestowed no labour: other men laboured, and ye are entered into their labours.",30
John,4,48,"Except ye see signs and wonders, ye will not believe.",30
John,4,50,Go thy way; thy son liveth.,4
John,4,53,Thy son liveth:,10
John,5,6,Wilt thou be made whole?,17
John,5,8,"Rise, take up thy bed, and walk.",47
John,5,14,"Behold, thou art made whole: sin no more, lest a worse thing come unto thee.",17
John,5,17,"My Father worketh hitherto, and I work.",38
John,5,19,"Verily, verily, I say unto you, The Son can do nothing of himself, but what he seeth the Father do: for what things soever he doeth, these also doeth the Son likewise.",18
John,5,20,"For the Father loveth the Son, and sheweth him all things that himself doeth: and he will shew him greater works than these, that ye may marvel.",38
John,5,21,"For as the Father raiseth up the dead, and quickeneth them; even so the Son quickeneth whom he will.",38
John,5,22,"For the Father judgeth no man, but hath committed all judgment unto the Son:",38
John,5,23,"That all men should honour the Son, even as they honour the Father.",38
John,5,23,He that honoureth not the Son honoureth not the Father which hath sent him.,38
John,5,24,"Verily, verily, I say unto you, He that heareth my word, and believeth on him that sent me, hath everlasting life, and shall not come into condemnation; but is passed from death unto life.",18
John,5,25,"Verily, verily, I say unto you, The hour is coming, and now is, when the dead shall hear the voice of the Son of God: and they that hear shall live.",18
John,5,26,For as the Father hath life in himself; so hath he given to the Son to have life in himself;,38
John,5,27,"And hath given him authority to execute judgment also, because he is the Son of man.",5
John,5,28,"Marvel not at this: for the hour is coming, in the which all that are in the graves shall hear his voice,",10
John,5,29,"And shall come forth; they that have done good, unto the resurrection of life; and they that have done evil, unto the resurrection of damnation.",47
John,5,30,"I can of mine own self do nothing: as I hear, I judge: and my judgment is just; because I seek not mine own will, but the will of the Father which hath sent me.",38
John,5,31,"If I bear witness of myself, my witness is not true.",10
John,5,32,There is another that beareth witness of me; and I know that the witness which he witnesseth of me is true.,11
John,5,33,"Ye sent unto John, and he bare witness unto the truth.",47
John,5,34,"But I receive not testimony from man: but these things I say, that ye might be saved.",1
John,5,35,He was a burning and a shining light: and ye were willing for a season to rejoice in his light.,47
John,5,36,"But I have greater witness than that of John: for the works which the Father hath given me to finish, the same works that I do, bear witness of me, that the Father hath sent me.",38
John,5,37,"And the Father himself, which hath sent me, hath borne witness of me.",38
John,5,37,"Ye have neither heard his voice at any time, nor seen his shape.",10
John,5,38,"And ye have not his word abiding in you: for whom he hath sent, him ye believe not.",30
John,5,39,Search the scriptures; for in them ye think ye have eternal life: and they are they which testify of me.,43
John,5,40,"And ye will not come to me, that ye might have life.",30
John,5,41,I receive not honour from men.,10
John,5,42,"But I know you, that ye have not the love of God in you.",30
John,5,43,"I am come in my Father's name, and ye receive me not: if another shall come in his own name, him ye will receive.",30
John,5,44,"How can ye believe, which receive honour one of another, and seek not the honour that cometh from God only?",10
John,5,45,"Do not think that I will accuse you to the Father: there is one that accuseth you, even Moses, in whom ye trust.",38
John,5,46,"For had ye believed Moses, ye would have believed me; for he wrote of me.",30
John,5,47,"But if ye believe not his writings, how shall ye believe my words?",30
John,6,5,"Whence shall we buy bread, that these may eat?",20
John,6,10,Make the men sit down.,10
John,6,12,"Gather up the fragments that remain, that nothing be lost.",10
John,6,20,It is I; be not afraid.,13
John,6,26,"Verily, verily, I say unto you, Ye seek me, not because ye saw the miracles, but because ye did eat of the loaves, and were filled.",18
John,6,27,"Labour not for the meat which perisheth, but for that meat which endureth unto everlasting life, which the Son of man shall give unto you: for him hath God the Father sealed.",5
John,6,29,"This is the work of God, that ye believe on him whom he hath sent.",10
John,6,32,"Verily, verily, I say unto you, Moses gave you not that bread from heaven; but my Father giveth you the true bread from heaven.",18
John,6,33,"For the bread of God is he which cometh down from heaven, and giveth life unto the world.",33
John,6,35,I am the bread of life: he that cometh to me shall never hunger; and he that believeth on me shall never thirst.,11
John,6,36,"But I said unto you, That ye also have seen me, and believe not.",30
John,6,37,All that the Father giveth me shall come to me; and him that cometh to me I will in no wise cast out.,38
John,6,38,"For I came down from heaven, not to do mine own will, but the will of him that sent me.",11
John,6,39,"And this is the Father's will which hath sent me, that of all which he hath given me I should lose nothing, but should raise it up again at the last day.",38
John,6,40,"And this is the will of him that sent me, that every one which seeth the Son, and believeth on him, may have everlasting life: and I will raise him up at the last day.",11
John,6,43,Murmur not among yourselves.,10
John,6,44,"No man can come to me, except the Father which hath sent me draw him: and I will raise him up at the last day.",38
John,6,45,"It is written in the prophets, And they shall be all taught of God.",10
John,6,45,"Every man therefore that hath heard, and hath learned of the Father, cometh unto me.",38
John,6,46,"Not that any man hath seen the Father, save he which is of God, he hath seen the Father.",38
John,6,47,"Verily, verily, I say unto you, He that believeth on me hath everlasting life.",18
John,6,48,I am that bread of life.,34
John,6,49,"Your fathers did eat manna in the wilderness, and are dead.",10
John,6,50,"This is the bread which cometh down from heaven, that a man may eat thereof, and not die.",10
John,6,51,"I am the living bread which came down from heaven: if any man eat of this bread, he shall live for ever: and the bread that I will give is my flesh, which I will give for the life of the world.",33
John,6,53,"Verily, verily, I say unto you, Except ye eat the flesh of the Son of man, and drink his blood, ye have no life in you.",18
John,6,54,"Whoso eateth my flesh, and drinketh my blood, hath eternal life; and I will raise him up at the last day.",38
John,6,55,"For my flesh is meat indeed, and my blood is drink indeed.",10
John,6,56,"He that eateth my flesh, and drinketh my blood, dwelleth in me, and I in him.",38
John,6,57,"As the living Father hath sent me, and I live by the Father: so he that eateth me, even he shall live by me.",38
John,6,58,"This is that bread which came down from heaven: not as your fathers did eat manna, and are dead: he that eateth of this bread shall live for ever.",10
John,6,61,Doth this offend you?,20
John,6,62,What and if ye shall see the Son of man ascend up where he was before?,5
John,6,63,"It is the spirit that quickeneth; the flesh profiteth nothing: the words that I speak unto you, they are spirit, and they are life.",43
John,6,64,But there are some of you that believe not.,43
John,6,65,"Therefore said I unto you, that no man can come unto me, except it were given unto him of my Father.",38
John,6,67,Will ye also go away?,3
John,6,70,"Have not I chosen you twelve, and one of you is a devil?",20
John,7,6,My time is not yet come: but your time is alway ready.,10
John,7,7,"The world cannot hate you; but me it hateth, because I testify of it, that the works thereof are evil.",33
John,7,8,Go ye up unto this feast: I go not up yet unto this feast: for my time is not yet full come.,10
John,7,16,"My doctrine is not mine, but his that sent me.",11
John,7,17,"If any man will do his will, he shall know of the doctrine, whether it be of God, or whether I speak of myself.",20
John,7,18,"He that speaketh of himself seeketh his own glory: but he that seeketh his glory that sent him, the same is true, and no unrighteousness is in him.",11
John,7,19,"Did not Moses give you the law, and yet none of you keepeth the law?",10
John,7,19,Why go ye about to kill me?,3
John,7,21,"I have done one work, and ye all marvel.",30
John,7,22,"Moses therefore gave unto you circumcision; (not because it is of Moses, but of the fathers;) and ye on the sabbath day circumcise a man.",44
John,7,23,"If a man on the sabbath day receive circumcision, that the law of Moses should not be broken; are ye angry at me, because I have made a man every whit whole on the sabbath day?",44
John,7,24,"Judge not according to the appearance, but judge righteous judgment.",10
John,7,28,"Ye both know me, and ye know whence I am: and I am not come of myself, but he that sent me is true, whom ye know not.",11
John,7,29,"But I know him: for I am from him, and he hath sent me.",11
John,7,33,"Yet a little while am I with you, and then I go unto him that sent me.",11
John,7,34,"Ye shall seek me, and shall not find me: and where I am, thither ye cannot come.",30
John,7,37,"If any man thirst, let him come unto me, and drink.",13
John,7,38,"He that believeth on me, as the scripture hath said, out of his belly shall flow rivers of living water.",11
John,8,7,"He that is without sin among you, let him first cast a stone at her.",13
John,8,10,"Woman, where are those thine accusers?",43
John,8,10,hath no man condemned thee?,20
John,8,11,"Neither do I condemn thee: go, and sin no more.",10
John,8,12,"I am the light of the world: he that followeth me shall not walk in darkness, but shall have the light of life.",33
John,8,14,"Though I bear record of myself, yet my record is true: for I know whence I came, and whither I go; but ye cannot tell whence I come, and whither I go.",30
John,8,15,Ye judge after the flesh; I judge no man.,10
John,8,16,"And yet if I judge, my judgment is true: for I am not alone, but I and the Father that sent me.",11
John,8,17,"It is also written in your law, that the testimony of two men is true.",10
John,8,18,"I am one that bear witness of myself, and the Father that sent me beareth witness of me.",11
John,8,19,"Ye neither know me, nor my Father: if ye had known me, ye should have known my Father also.",38
John,8,21,"I go my way, and ye shall seek me, and shall die in your sins: whither I go, ye cannot come.",30
John,8,23,Ye are from beneath; I am from above: ye are of this world; I am not of this world.,33
John,8,24,"I said therefore unto you, that ye shall die in your sins: for if ye believe not that I am he, ye shall die in your sins.",30
John,8,25,Even the same that I said unto you from the beginning.,10
John,8,26,I have many things to say and to judge of you: but he that sent me is true; and I speak to the world those things which I have heard of him.,11
John,8,28,"When ye have lifted up the Son of man, then shall ye know that I am he, and that I do nothing of myself; but as my Father hath taught me, I speak these things.",38
John,8,29,And he that sent me is with me: the Father hath not left me alone; for I do always those things that please him.,11
John,8,31,"If ye continue in my word, then are ye my disciples indeed;",30
John,8,32,"And ye shall know the truth, and the truth shall make you free.",30
John,8,34,"Verily, verily, I say unto you, Whosoever committeth sin is the servant of sin.",18
John,8,35,And the servant abideth not in the house for ever: but the Son abideth ever.,10
John,8,36,"If the Son therefore shall make you free, ye shall be free indeed.",30
John,8,37,"I know that ye are Abraham's seed; but ye seek to kill me, because my word hath no place in you.",30
John,8,38,I speak that which I have seen with my Father: and ye do that which ye have seen with your father.,38
John,8,39,"If ye were Abraham's children, ye would do the works of Abraham.",30
John,8,40,"But now ye seek to kill me, a man that hath told you the truth, which I have heard of God: this did not Abraham.",30
John,8,41,Ye do the deeds of your father.,10
John,8,42,"If God were your Father, ye would love me: for I proceeded forth and came from God; neither came I of myself, but he sent me.",38
John,8,43,Why do ye not understand my speech?,3
John,8,43,even because ye cannot hear my word.,10
John,8,44,"Ye are of your father the devil, and the lusts of your father ye will do.",10
John,8,44,"He was a murderer from the beginning, and abode not in the truth, because there is no truth in him.",10
John,8,44,"When he speaketh a lie, he speaketh of his own: for he is a liar, and the father of it.",47
John,8,45,"And because I tell you the truth, ye believe me not.",30
John,8,46,Which of you convinceth me of sin?,10
John,8,46,"And if I say the truth, why do ye not believe me?",3
John,8,47,"He that is of God heareth God's words: ye therefore hear them not, because ye are not of God.",43
John,8,49,"I have not a devil; but I honour my Father, and ye do dishonour me.",38
John,8,50,And I seek not mine own glory: there is one that seeketh and judgeth.,10
John,8,51,"Verily, verily, I say unto you, If a man keep my saying, he shall never see death.",18
John,8,54,"If I honour myself, my honour is nothing: it is my Father that honoureth me; of whom ye say, that he is your God:",38
John,8,55,"Yet ye have not known him; but I know him: and if I should say, I know him not, I shall be a liar like unto you: but I know him, and keep his saying.",30
John,8,56,"Your father Abraham rejoiced to see my day: and he saw it, and was glad.",47
John,8,58,"Verily, verily, I say unto you, Before Abraham was, I am.",18
John,9,3,"Neither hath this man sinned, nor his parents: but that the works of God should be made manifest in him.",10
John,9,4,"I must work the works of him that sent me, while it is day: the night cometh, when no man can work.",11
John,9,5,"As long as I am in the world, I am the light of the world.",33
John,9,7,"Go, wash in the pool of Siloam.",10
John,9,35,Dost thou believe on the Son of God?,5
John,9,37,"Thou hast both seen him, and it is he that talketh with thee.",17
John,9,39,"For judgment I am come into this world, that they which see not might see; and that they which see might be made blind.",33
John,9,41,"If ye were blind, ye should have no sin: but now ye say, We see; therefore your sin remaineth.",30
John,10,1,"Verily, verily, I say unto you, He that entereth not by the door into the sheepfold, but climbeth up some other way, the same is a thief and a robber.",18
John,10,2,But he that entereth in by the door is the shepherd of the sheep.,10
John,10,3,"To him the porter openeth; and the sheep hear his voice: and he calleth his own sheep by name, and leadeth them out.",47
John,10,4,"And when he putteth forth his own sheep, he goeth before them, and the sheep follow him: for they know his voice.",47
John,10,5,"And a stranger will they not follow, but will flee from him: for they know not the voice of strangers.",43
John,10,7,"Verily, verily, I say unto you, I am the door of the sheep.",18
John,10,8,All that ever came before me are thieves and robbers: but the sheep did not hear them.,10
John,10,9,"I am the door: by me if any man enter in, he shall be saved, and shall go in and out, and find pasture.",47
John,10,10,"The thief cometh not, but for to steal, and to kill, and to destroy: I am come that they might have life, and that they might have it more abundantly.",47
John,10,11,I am the good shepherd: the good shepherd giveth his life for the sheep.,34
John,10,12,"But he that is an hireling, and not the shepherd, whose own the sheep are not, seeth the wolf coming, and leaveth the sheep, and fleeth: and the wolf catcheth them, and scattereth the sheep.",10
John,10,13,"The hireling fleeth, because he is an hireling, and careth not for the sheep.",10
John,10,14,"I am the good shepherd, and know my sheep, and am known of mine.",34
John,10,15,"As the Father knoweth me, even so know I the Father: and I lay down my life for the sheep.",38
John,10,16,"And other sheep I have, which are not of this fold: them also I must bring, and they shall hear my voice; and there shall be one fold, and one shepherd.",43
John,10,17,"Therefore doth my Father love me, because I lay down my life, that I might take it again.",38
John,10,18,"No man taketh it from me, but I lay it down of myself.",38
John,10,18,"I have power to lay it down, and I have power to take it again.",47
John,10,18,This commandment have I received of my Father.,38
John,10,25,"I told you, and ye believed not: the works that I do in my Father's name, they bear witness of me.",38
John,10,26,"But ye believe not, because ye are not of my sheep, as I said unto you.",30
John,10,27,"My sheep hear my voice, and I know them, and they follow me:",38
John,10,28,"And I give unto them eternal life; and they shall never perish, neither shall any man pluck them out of my hand.",47
John,10,29,"My Father, which gave them me, is greater than all; and no man is able to pluck them out of my Father's hand.",38
John,10,30,I and my Father are one.,38
John,10,32,Many good works have I shewed you from my Father; for which of those works do ye stone me?,38
John,10,34,"Is it not written in your law, I said, Ye are gods?",20
John,10,35,"If he called them gods, unto whom the word of God came, and the scripture cannot be broken;",47
John,10,36,"Say ye of him, whom the Father hath sanctified, and sent into the world, Thou blasphemest; because I said, I am the Son of God?",33
John,10,37,"If I do not the works of my Father, believe me not.",38
John,10,38,"But if I do, though ye believe not me, believe the works: that ye may know, and believe, that the Father is in me, and I in him.",38
John,11,4,"This sickness is not unto death, but for the glory of God, that the Son of God might be glorified thereby.",5
John,11,9,Are there not twelve hours in the day?,10
John,11,9,"If any man walk in the day, he stumbleth not, because he seeth the light of this world.",33
John,11,10,"But if a man walk in the night, he stumbleth, because there is no light in him.",10
John,11,11,"Our friend Lazarus sleepeth; but I go, that I may awake him out of sleep.",10
John,11,14,Lazarus is dead.,10
John,11,15,"And I am glad for your sakes that I was not there, to the intent ye may believe; nevertheless let us go unto him.",10
John,11,23,Thy brother shall rise again.,47
John,11,25,"I am the resurrection, and the life: he that believeth in me, though he were dead, yet shall he live:",34
John,11,26,And whosoever liveth and believeth in me shall never die.,10
John,11,26,Believest thou this?,17
John,11,34,Where have ye laid him?,3
John,11,39,Take ye away the stone.,10
John,11,40,"Said I not unto thee, that, if thou wouldest believe, thou shouldest see the glory of God?",17
John,11,41,"Father, I thank thee that thou hast heard me.",17
John,11,42,"And I knew that thou hearest me always: but because of the people which stand by I said it, that they may believe that thou hast sent me.",17
John,11,43,"Lazarus, come forth.",49
John,11,44,"Loose him, and let him go.",13
John,12,7,Let her alone: against the day of my burying hath she kept this.,10
John,12,8,For the poor always ye have with you; but me ye have not always.,30
John,12,23,"The hour is come, that the Son of man should be glorified.",5
John,12,24,"Verily, verily, I say unto you, Except a corn of wheat fall into the ground and die, it abideth alone: but if it die, it bringeth forth much fruit.",18
John,12,25,He that loveth his life shall lose it; and he that hateth his life in this world shall keep it unto life eternal.,25
John,12,26,"If any man serve me, let him follow me; and where I am, there shall also my servant be: if any man serve me, him will my Father honour.",13
John,12,27,Now is my soul troubled; and what shall I say?,20
John,12,27,"Father, save me from this hour: but for this cause came I unto this hour.",38
John,12,28,"Father, glorify thy name.",38
John,12,30,"This voice came not because of me, but for your sakes.",10
John,12,31,Now is the judgment of this world: now shall the prince of this world be cast out.,33
John,12,32,"And I, if I be lifted up from the earth, will draw all men unto me.",38
John,12,35,Yet a little while is the light with you.,10
John,12,35,"Walk while ye have the light, lest darkness come upon you: for he that walketh in darkness knoweth not whither he goeth.",10
John,12,36,"While ye have light, believe in the light, that ye may be the children of light.",30
John,12,44,"He that believeth on me, believeth not on me, but on him that sent me.",11
John,12,45,And he that seeth me seeth him that sent me.,11
John,12,46,"I am come a light into the world, that whosoever believeth on me should not abide in darkness.",33
John,12,47,"And if any man hear my words, and believe not, I judge him not: for I came not to judge the world, but to save the world.",33
John,12,48,"He that rejecteth me, and receiveth not my words, hath one that judgeth him: the word that I have spoken, the same shall judge him in the last day.",11
John,12,49,"For I have not spoken of myself; but the Father which sent me, he gave me a commandment, what I should say, and what I should speak.",38
John,12,50,"And I know that his commandment is life everlasting: whatsoever I speak therefore, even as the Father said unto me, so I speak.",38
John,13,7,What I do thou knowest not now; but thou shalt know hereafter.,17
John,13,8,"If I wash thee not, thou hast no part with me.",17
John,13,10,"He that is washed needeth not save to wash his feet, but is clean every whit: and ye are clean, but not all.",43
John,13,11,Ye are not all clean.,43
John,13,12,Know ye what I have done to you?,30
John,13,13,Ye call me Master and Lord: and ye say well; for so I am.,30
John,13,14,"If I then, your Lord and Master, have washed your feet; ye also ought to wash one another's feet.",10
John,13,15,"For I have given you an example, that ye should do as I have done to you.",30
